-3.745875700990790036e-01	-2.215197475270989924e-01	-1.857277174925389962e-01	-1.646193464444880017e-01	-1.437064527288149929e-01	-1.302335769645210084e-01	-1.166211727993529956e-01	-1.236983204793749985e-01	-1.051611806028750068e-01	-9.881711993570978236e-02	-9.732951469577344472e-02	-8.986343603347776710e-02	-9.360613418308616485e-02	-8.323132789548112753e-02	-8.749250725997601008e-02	-8.711056774813676074e-02	-8.208285789026799339e-02	-8.364879847245179634e-02	-8.111103417399688487e-02	-7.858989158926087126e-02
-7.507939928290170706e-02	-7.152997061111547594e-02	-7.207358225123501605e-02	-7.403357387637637954e-02	-7.149710419852182974e-02	-7.230845591458524846e-02	-6.917310118463250446e-02	-6.894634888158011898e-02	-6.701742483896451497e-02	-6.336581122841757063e-02	-6.585898172896109681e-02	-6.261578394892289290e-02	-6.504691469913162494e-02	-6.443178725424876518e-02	-6.301592064414912597e-02	-6.450776139110007967e-02	-6.409393937996905877e-02	-6.457211890647941710e-02	-6.113685405343802226e-02	-6.164902791530692261e-02
-6.077878946962397833e-02	-5.802978282426567158e-02	-5.744431812603652265e-02	-6.066771955684537726e-02	-5.956433211159495311e-02	-5.917547703016288324e-02	-5.862575795605263346e-02	-5.818382144535907269e-02	-5.832873257260651895e-02	-5.687134194319923286e-02	-5.826296026521104315e-02	-5.550505928725701227e-02	-5.654421124763917006e-02	-5.758464642367171205e-02	-5.676365711137751346e-02	-5.709604224342450934e-02	-5.759470241964775861e-02	-5.752250314622663757e-02	-5.379548457432715286e-02	-5.506214247137512091e-02
-5.494316330030003109e-02	-5.354674714202631997e-02	-5.082244014699084655e-02	-5.524063549109808208e-02	-5.423517979167428310e-02	-5.417763556014140724e-02	-5.373966093613190276e-02	-5.270570891493223109e-02	-5.367662249392826657e-02	-5.226724215213583019e-02	-5.369054685341186767e-02	-5.276193169478368694e-02	-5.219340961810770702e-02	-5.256207521068675947e-02	-5.230284331893027966e-02	-5.284064155270593033e-02	-5.273425394677744293e-02	-5.416897183014011269e-02	-4.941137878163275043e-02	-5.145789977384405273e-02
-5.013160946288632708e-02	-5.041242445273248080e-02	-4.900860523332090796e-02	-5.128450071357167073e-02	-5.103460512309013208e-02	-4.960861806040203076e-02	-4.980207464724330235e-02	-5.054548228160245932e-02	-4.949832371760751887e-02	-4.864624590808284271e-02	-5.024752591124612838e-02	-4.931839580421667341e-02	-4.815722052602874198e-02	-4.984115387156062144e-02	-4.892663211792812328e-02	-4.989617725301791901e-02	-4.927991614631532791e-02	-4.976936691911518218e-02	-4.690763808059626727e-02	-4.830083357922863863e-02
-4.779773768152410784e-02	-4.742761951392362313e-02	-4.633491334334641915e-02	-4.831045378248417788e-02	-4.808001583047032818e-02	-4.792305992528941849e-02	-4.687961865313940851e-02	-4.805835505879124669e-02	-4.737271929128585718e-02	-4.626105463496980180e-02	-4.729264785960288209e-02	-4.641891896873760748e-02	-4.642228454545990757e-02	-4.704103526405412766e-02	-4.692432675897949268e-02	-4.772334652879035161e-02	-4.730456030333061307e-02	-4.750930678829481946e-02	-4.453779842929053712e-02	-4.582321612153975737e-02
-4.535962919378051794e-02	-4.515547374121262059e-02	-4.393922705749307711e-02	-4.504397318385872095e-02	-4.498559075267216656e-02	-4.534020006793471752e-02	-4.502979687957989891e-02	-4.556847805801973045e-02	-4.471173558739720277e-02	-4.386905710959521087e-02	-4.510214930670253253e-02	-4.432415783930007680e-02	-4.433975661513753219e-02	-4.462433162908358703e-02	-4.494501178835785815e-02	-4.478348984275396655e-02	-4.520227749743557094e-02	-4.596571087663495203e-02	-4.331928895903883192e-02	-4.458443099626552969e-02
-4.309981551645503117e-02	-4.320270417739503765e-02	-4.250111330270858051e-02	-4.331217718016360657e-02	-4.311054902374467090e-02	-4.312436676288408655e-02	-4.350220193529309026e-02	-4.366067759294017803e-02	-4.287843102609750767e-02	-4.232011987169716216e-02	-4.330719126263257029e-02	-4.286746494122672252e-02	-4.280668424232844660e-02	-4.249855188008099666e-02	-4.275867656789489324e-02	-4.289159450061010709e-02	-4.314925225699264150e-02	-4.345734660484223966e-02	-4.197538843121068064e-02	-4.257627097357143814e-02
-4.092735506660578199e-02	-4.135385300644456308e-02	-4.111197780007373737e-02	-4.102952207205370905e-02	-4.133634585188900729e-02	-4.140669569822848228e-02	-4.146246940753398058e-02	-4.184494656150181818e-02	-4.131596401337078034e-02	-4.117021532273142104e-02	-4.184970424868698219e-02	-4.125276899928465718e-02	-4.065428474400881870e-02	-4.096799044325111216e-02	-4.094587545378076954e-02	-4.143284614040976255e-02	-4.142784389346360757e-02	-4.121012449160758873e-02	-4.034063785939306229e-02	-4.097011697407902664e-02
-3.954759949928963320e-02	-3.975568666635696108e-02	-3.976827692689696714e-02	-3.884339010648350798e-02	-3.991956355934098144e-02	-3.925440893753034260e-02	-4.010444266532461888e-02	-4.012072629747565067e-02	-3.992302848294172757e-02	-3.950711876003940026e-02	-3.981843940601451776e-02	-3.966892681477927202e-02	-3.917936420448889234e-02	-3.985213339718528952e-02	-3.939825488090623745e-02	-3.932744290413116295e-02	-3.933821703315160123e-02	-3.934835047408145881e-02	-3.890838332613583833e-02	-3.950817907651785199e-02
-3.820902017295285669e-02	-3.835090620977245346e-02	-3.819303944631226300e-02	-3.776205059648372886e-02	-3.822565953155612761e-02	-3.745282436019681943e-02	-3.860134099156969922e-02	-3.882190867150368124e-02	-3.778682776311490660e-02	-3.813254500724780338e-02	-3.803083808966344764e-02	-3.800473249085308675e-02	-3.746083595655207155e-02	-3.831461600015804297e-02	-3.780653494691881000e-02	-3.762840885547687891e-02	-3.813432031321405125e-02	-3.795773427711018194e-02	-3.782001822345303771e-02	-3.785981694901224826e-02
-3.690510058701706314e-02	-3.684416139778425719e-02	-3.653310987448157854e-02	-3.625339550904053965e-02	-3.658711038385874942e-02	-3.619378428979518753e-02	-3.698244112640113740e-02	-3.695379735696344842e-02	-3.645937583632537227e-02	-3.620600535855768298e-02	-3.628822213922040796e-02	-3.654674292644857075e-02	-3.579949973436580279e-02	-3.676348126833441782e-02	-3.613704136626819802e-02	-3.613499607702787275e-02	-3.633948620027348947e-02	-3.641881702924729819e-02	-3.615636536108152860e-02	-3.657522162228866308e-02
-3.511474146846160077e-02	-3.524924968301799272e-02	-3.476319321508619664e-02	-3.477945803369737743e-02	-3.465985373860829000e-02	-3.456777089644100243e-02	-3.493010365164934267e-02	-3.463676297232425039e-02	-3.455898100673934770e-02	-3.430751151945950206e-02	-3.431720441979165676e-02	-3.504666528562971201e-02	-3.419919812350678129e-02	-3.463346036082830259e-02	-3.399200393366014206e-02	-3.432227680191690666e-02	-3.419206971159732822e-02	-3.427248049131600277e-02	-3.465970022873304801e-02	-3.468114076409860302e-02
-3.314779020083750277e-02	-3.314159799497085751e-02	-3.268433237148313936e-02	-3.231144017836948268e-02	-3.275639544480937054e-02	-3.231306280435280315e-02	-3.258628593887889086e-02	-3.254073652922574028e-02	-3.238503047343244123e-02	-3.192387125120568075e-02	-3.175463736319548980e-02	-3.301067980555556780e-02	-3.134669147290074231e-02	-3.259205195736711302e-02	-3.178703442300488680e-02	-3.152325031729159149e-02	-3.189578221268043329e-02	-3.158630821403290295e-02	-3.169320822084101263e-02	-3.214450438806003285e-02
-3.018265654321335839e-02	-2.951743087697860854e-02	-2.965300073517734142e-02	-2.917338176199042038e-02	-2.966480999997936005e-02	-2.932631298972073960e-02	-2.950342337063611986e-02	-2.859549558512361131e-02	-2.887507366827666080e-02	-2.853526574662675064e-02	-2.809510876475610971e-02	-2.916038623289961967e-02	-2.758753341912115881e-02	-2.911666801871298088e-02	-2.772416075551677878e-02	-2.758080744597880135e-02	-2.787753155305024155e-02	-2.726623816222940866e-02	-2.761407887533135971e-02	-2.812158014881004087e-02
-2.597192973194364929e-02	-2.467715008317103095e-02	-2.393358510569711106e-02	-2.258684991926664110e-02	-2.435415268491138846e-02	-2.234226557224516102e-02	-2.391446078734005970e-02	-2.225646313043964930e-02	-2.189879408103575023e-02	-2.232175769607250976e-02	-2.127173575818385939e-02	-2.237676876120118022e-02	-2.091030692087568130e-02	-2.114769747109368145e-02	-1.977724726370564887e-02	-1.960898791877530023e-02	-1.839444398640794134e-02	-1.845621807333935882e-02	-1.845385100121058053e-02	-1.978708037976694908e-02
-1.318263542604164971e-02	-1.125806824294965994e-02	-9.685559161525121238e-03	-9.139992690886495144e-03	-8.223433902410036064e-03	-6.300039777264303600e-03	-7.908986672657276895e-03	-4.403876250379174136e-03	-4.939771697783575631e-03	-2.951289923547269212e-03	-1.660510576341834091e-03	-2.050293426807086108e-03	1.203282088968618026e-03	2.090235344564853829e-03	3.063755790201256029e-03	5.296498945069469909e-03	7.093514118337153861e-03	9.544513256920876196e-03	7.383407501574985356e-03	8.124830935631424320e-03
2.584565069606889129e-02	3.054157704498400988e-02	3.507396091248120296e-02	3.930259842426918337e-02	4.260417226622484344e-02	4.633310860093747818e-02	4.747178445169793204e-02	5.195268560684619674e-02	5.481913859010967977e-02	5.771693827279387318e-02	5.803243442802317326e-02	6.312653795047443173e-02	6.433603353310388129e-02	6.677636650889509640e-02	6.990753402479747691e-02	7.048507809643045352e-02	7.407713671268068012e-02	7.722393119280607232e-02	7.728626733572681318e-02	7.667664021744644010e-02
1.331372429210760100e-01	1.427751359439750067e-01	1.498818381495090057e-01	1.535935906837470055e-01	1.619111921835499901e-01	1.645931357957189922e-01	1.683424738708499957e-01	1.722421150293189929e-01	1.752452479325549983e-01	1.811863489079809930e-01	1.823036884552449999e-01	1.871503996110260026e-01	1.904518919002700095e-01	1.933335576252049881e-01	1.943756475368710046e-01	1.990759961975019920e-01	2.005505113847619869e-01	2.027256358427770022e-01	2.033135947303829905e-01	2.041790072137069922e-01
3.189069694173359837e-01	3.299921272166370101e-01	3.403993263325499896e-01	3.445458302786110205e-01	3.512544115762860075e-01	3.562937555455810146e-01	3.581347491315969855e-01	3.619443883981600107e-01	3.629507536134409795e-01	3.687033920180060043e-01	3.705175631200610109e-01	3.720735437231990073e-01	3.753541086971800000e-01	3.783420525852260186e-01	3.785620596947130156e-01	3.822576611522000012e-01	3.832193259479860226e-01	3.862637807374080245e-01	3.850986152070070001e-01	3.838731802413060112e-01
5.530442719177940392e-01	5.599901409136780472e-01	5.642349590836830409e-01	5.673262273747550211e-01	5.719255746293210318e-01	5.734598963944730343e-01	5.756947644961709631e-01	5.788749164641650014e-01	5.774377093719229581e-01	5.812609467495909454e-01	5.822514395312720081e-01	5.825531206515830451e-01	5.848585578047530431e-01	5.866850349844230372e-01	5.869462356418460036e-01	5.879880725772309580e-01	5.895680044428750488e-01	5.903972514617540357e-01	5.901748796536310238e-01	5.888034707005499468e-01
